時間,コメント,予測値
237.173,もうあったまってる？,0.0
237.559,なんとか入れ,0.0
238.728,もっと喋ろ,0.0
240.432,コメ欄が予想通りすぎる,0.0
240.58,ボ、ドカ,0.0
240.841,人見知り出ちゃってすまにょ,0.0
241.0,さすがにか,0.0
242.27,緊張してそうw,1.0
242.424,頑張れ,0.0
242.816,すまん純いくわ,0.0
242.953,ww,1.0
243.69,いつ喋るんだ,0.0
244.02,がんばれ葛葉！！,0.0
244.644,やあ,0.0
245.022,ファイト,0.0
245.012,さすがに緊張するか,0.0
245.209,じゃすぱーさんと、加藤さんの音量デカめかも,0.0
245.571,がんっっばれ！！,0.0
245.572,緊張してるか,0.0
245.593,かわいいw,1.0
245.621,がんばれ,0.0
245.844,草,1.0
246.423,リラックスしてけ〜,0.0
246.45,頑張れー,0.0
246.699,葛葉静かやんw,1.0
246.79,あｗ,1.0
247.118,うおおお！！,1.0
247.795,vdk？,1.0
248.08,草,1.0
248.381,やあ,0.0
249.062,対よろ,0.0
249.827,今日は一段とコメントにぎやかだねぇ,1.0
249.92,マイさんって誰ですか？Meiyな,0.0
250.07,葛葉ミュート？,0.0
250.427,草,1.0
250.565,静かw,1.0
250.595,ww,1.0
250.833,草,1.0
251.057,ファンネル飛ばしまくりw,1.0
252.365,めいくん間違いやすいか,0.0
252.343,w,1.0
253.416,がんばえ,0.0
253.643,緊張してるやん,0.0
253.701,meiyかも,1.0
253.759,これチャット登録者モード？,0.0
253.868,やぁ,0.0
254.122,マイさんって誰ですか？Meiyな,0.0
254.837,緊張してます？,0.0
254.877,まばたき多くておもろい,0.0
254.952,おい緊張してんなあ？,0.0
256.951,葛葉「...」,0.0
258.414,がんばやで,0.0
258.465,やあ,0.0
258.697,がんばれ,0.0
258.768,コルチの名前違くね,0.0
258.842,頑張れ〜！,0.0
259.128,がんばれ〜,0.0
259.516,草,1.0
261.39,マイさんって誰ですか？Meiyな,0.0
261.513,メイくんのスペル間違っとるぞ,0.0
261.821,加藤さんいない？！,0.0
262.037,草,1.0
263.303,草,1.0
263.437,制限した方がいかも、、,0.0
263.577,人見知りかわいい,0.0
263.625,がんばれー！,0.0
263.973,対よろ,0.0
264.547,ナイス空気読み！,0.0
264.898,がんばれ,0.0
264.964,がんばれー葛葉さん,0.0
265.009,葛葉...いるか... ?,0.0
265.138,修正ナイス,0.0
267.327,がんばれーー,0.0
267.943,あ,0.0
267.995,vdk燃える,1.0
268.067,o,1.0
268.396,がんばれー,0.0
268.906,ふぁいと,0.0
269.556,めっちゃ緊張してるｗ,1.0
269.665,葛葉さんって静かな人なんですか？,0.0
269.696,なんで喋らないんだにょ,0.0
269.827,空気おいしい,0.0
270.161,頑張って,0.0
270.662,がんばれ〜！,0.0
271.028,どりゃあああ,0.0
271.034,修正よし,0.0
271.695,関さん焚き付けてる,0.0
271.758,みんな上手いやろー,0.0
272.012,コーチやね,0.0
272.753,葛葉静かで笑う,1.0
275.404,にょっす！,0.0
275.574,がんばれ,0.0
276.118,対よろ,0.0
277.065,楽しんでねー,0.0
277.417,修正ないす,1.0
277.488,人見知りしてるなw,1.0
277.703,がんばってください,0.0
277.976,がんばれ〜〜〜,0.0
278.419,こっちが緊張してきた,0.0
279.186,がんばれ葛葉,0.0
279.956,修正さんくす,0.0
280.005,Maiy→Meiy,0.0
280.039,スペルミスってるかも,0.0
280.916,うわあああああ,0.0
281.172,葛葉もモデもがんばれ！,0.0
281.634,Meiyやね,0.0
283.03,賢者タイムやろ,0.0
283.242,やああああ,0.0
283.578,修正あざっす,0.0
283.835,くーちゃんがんば、,0.0
284.006,葛葉がんばれ！,0.0
284.068,がんばれー,0.0
284.135,葛葉がんばれ！,0.0
284.137,がんばれー！,0.0
284.664,じゅんがすまにょ,0.0
285.55,五年登録してないけど、コメして大丈夫？,0.0
285.613,草,1.0
285.809,くずはー？,0.0
285.9,やあ,0.0
285.931,ｗｗ,1.0
286.263,対戦よろしくお願いします！,0.0
286.455,何ピックするかなぁ,0.0
286.962,Maiy→Meiy,0.0
287.665,がんばれよ,0.0
287.812,コーチ感謝,0.0
288.318,メンバー濃いな,0.0
288.383,更新したら名前直ったよ！,0.0
288.669,コメント制限した方がいいぞ,0.0
289.715,修正ナイス〜！,1.0
289.888,対よろ,0.0
290.55,ダイヤになってんだよねw,1.0
290.68,がんばれ,0.0
290.844,がんばれ〜！,0.0
291.707,コーチー,0.0
291.787,今日は楽しんでやー,0.0
292.741,あ,0.0
293.264,あ,0.0
293.67,草,1.0
293.951,加藤純一,1.0
294.68,やあ,0.0
294.869,え,0.0
294.933,義務相槌の葛葉,0.0
295.143,草,1.0
295.803,賢者タイムやん,0.0
295.825,葛葉緊張中！,0.0
297.632,Maiy→Meiy,0.0
298.685,いいねえ,0.0
300.047,修正なつ,1.0
300.596,うええええい,0.0
301.402,がんばぇえ,0.0
302.225,うれしいねぇ,0.0
302.699,アセしられてなかったのか,0.0
302.701,ふぁいてぃん〜,0.0
306.175,おおおおおおお,0.0
306.216,ｗｗ,1.0
306.884,そうなんよねー,0.0
306.883,賢者タイムすか,0.0
306.961,くずはー？緊張してんのかあー？,0.0
307.031,お,0.0
307.076,ドヤァ,0.0
307.418,ふぁいと～,0.0
307.894,いや草,1.0
308.479,おおおおおおww,1.0
308.546,草,1.0
308.849,草,1.0
308.868,草,1.0
308.97,草,1.0
309.179,うおおおおおおおおおおおおおおおおおおおおおおおおお,1.0
309.705,まじかww,1.0
309.882,草,1.0
310.444,ww,1.0
310.741,がんばってね！,0.0
310.784,えｗ,1.0
310.97,がんばれ〜,0.0
310.98,コメ欄盛り上がってきてていいねえ,0.0
311.015,草,1.0
311.072,おおお,0.0
311.09,え！,0.0
311.104,うおおおお,1.0
311.133,草,1.0
311.138,草,1.0
311.249,草,1.0
311.566,草,1.0
311.571,草,1.0
311.646,おおお,0.0
311.714,運ばせるw,1.0
311.788,草,1.0
311.855,草,1.0
311.921,草,1.0
311.97,草,1.0
312.235,草,1.0
312.243,あ,0.0
312.263,草,1.0
312.325,おおおｗ,1.0
312.331,草,1.0
312.454,草,1.0
312.505,草,1.0
312.604,まじかｗ,1.0
312.664,うおおおおおおおおおおおおおおおおおおおおおお,1.0
312.684,草,1.0
312.849,キャリー？！！,0.0
312.859,草,1.0
312.984,キャリー枠,0.0
313.303,運ばなきゃｗｗ,1.0
313.358,名指しマ？,0.0
314.076,おー,0.0
314.382,まっずw,1.0
314.444,草,1.0
314.621,こわいよ～；；,0.0
314.833,背負わされてんな,0.0
314.979,草,1.0
315.623,嬉しいねえ,0.0
317.058,草,1.0
319.3,プレえぐww,1.0
319.308,プレッシャーw,1.0
319.603,葛葉キャリーか,0.0
319.71,草,1.0
319.936,プレッシャーw,1.0
320.175,あーーーらw,1.0
320.189,あ,0.0
320.309,草,1.0
320.365,えぐ草,1.0
320.41,がんばれ！,0.0
320.493,嬉しいじゃん,0.0
320.532,草,1.0
320.697,まじかw,1.0
320.766,落ちたけどちゃんとアセ,0.0
321.075,キャリー枠ですか〜＾,1.0
321.086,衛門楽しんでいけな,0.0
321.88,期待されてるなぁw,1.0
321.964,がんばれー！！,0.0
322.867,わあ,0.0
324.384,w,1.0
324.622,嬉しいねぇ,0.0
324.864,プレッシャーだな～ｗ,1.0
325.608,背負え背負え,0.0
325.683,にょっす,0.0
326.054,いやっほおおおおおおおお,0.0
326.322,運転手なるかぁー！w,1.0
326.697,じゃすゲーやね,0.0
326.907,キャリー義務発生しちまったな,0.0
326.921,おい嬉しすぎるや,0.0
326.987,純を頼んだぞ,0.0
328.06,嬉しいね！,0.0
328.15,頑張れ,0.0
328.483,草,1.0
328.481,おとなしいの貴重,1.0
328.559,指名,0.0
329.065,こーれプレッシャーですw,1.0
329.205,やあ,0.0
329.374,楽しく頑張って,0.0
330.183,頑張れ～,0.0
330.559,うれしいね〜,0.0
330.711,じゃすぱー次第か,0.0
330.724,じゃっさんメンタル保って,0.0
332.436,か,0.0
333.087,がんばれー！,0.0
333.148,うおおおおおおお,1.0
333.852,キャリー枠なのか！？！！,0.0
333.929,プレッシャーえぐw,1.0
334.99,じゃすぱーリムジン,0.0
335.707,キャリーするしかねえ,0.0
335.799,うおおお頑張れ！,0.0
335.816,賢者タイムすか,0.0
336.503,草,1.0
336.637,対よろ,0.0
336.764,キャリー側なんだよねｗ,1.0
336.821,どしっときたぁぁぁ,0.0
336.951,期待されてんねぇ,0.0
337.593,がんばれええ,0.0
337.726,好かれてて良かったね,0.0
338.583,おっもいw,1.0
338.96,じゃす～？,0.0
338.985,擦り合ってて草,1.0
339.1,キャリーしろよ,0.0
339.152,キャリー義務発生！,0.0
339.208,じゃっさんが破壊するから,0.0
339.389,くずじゃすまじがんばれ！！！w,1.0
340.202,あ,0.0
341.376,がんばれ〜！,0.0
341.744,キャリーや,0.0
343.385,運んで差し上げろ,0.0
343.659,運転手なるか〜,0.0
344.163,草,1.0
344.328,チャットできるやん,0.0
344.4,草,1.0
344.642,嬉しいなあ,0.0
344.812,がんばれー,0.0
345.054,ｗｗ,1.0
346.263,じゃす>葛葉>関>=vdk？,1.0
346.698,じゃすぱー頼んだ,0.0
346.966,キャリー枠ですか^^,0.0
348.163,草,1.0
348.775,がんばれ！,0.0
348.836,草,1.0
349.127,笑顔のおっさんをキャリーしてやってくれ,0.0
349.124,じゃっさんやってくれはマジ,0.0
351.101,やるしかねぇ,0.0
351.474,訂正感謝,0.0
352.196,みんなで肩組もうぜ！,0.0
353.224,葛葉が背負うか？,0.0
353.601,草,1.0
353.911,普通にうまいやろーw,1.0
353.912,大御所２人悪いわあw,1.0
354.068,頑張れ〜,0.0
355.197,キャリー義務発生？,0.0
355.96,ヒットボックスで,0.0
356.715,関さんも久々や,0.0
357.512,やあ,0.0
358.208,草,1.0
360.527,トレモの関,0.0
362.007,コメできるやんよろしくねえ＾＾,0.0
362.675,対よろー,0.0
363.465,じゃすとバナーおそろで仲良しや,1.0
363.932,Maiy→Meiy,0.0
364.146,ドキドキや,0.0
365.717,スト６に囚われてる,0.0
366.055,葛葉今日静かすぎない？？,0.0
366.246,色々頑張れ！,0.0
366.761,がんばれ,0.0
368.636,くずはー？やれるかー？,0.0
369.014,vdkも汗やで,1.0
369.109,やぁ！！！！！！！,0.0
369.118,賢者タイムすか,0.0
371.191,ジャスと同じアイコンだ！,0.0
371.412,やぁ,0.0
371.512,葛葉さんがんばえ♡,0.0
371.565,がんばれぇええええ！,0.0
372.177,キャリーすんべ,0.0
372.295,がんばれー,0.0
372.877,キャリー枠ってコト,0.0
373.788,がんばれ！,0.0
376.465,緊張してる？,0.0
376.598,やあ,0.0
376.812,嬉しそう,0.0
377.189,ヒットボックスでVALO,0.0
378.063,ボドーか,0.0
378.68,～～～,0.0
379.777,加藤純一＞その他 な,0.0
380.074,じゃすくずキャリーTy,1.0
380.373,やあ,0.0
380.45,声がw,1.0
380.817,にょっす,0.0
380.951,やあ,0.0
381.148,やぁ,0.0
381.402,やぁ,0.0
382.277,じゅぴちゃんイジれ,0.0
382.758,緊張やね,0.0
382.92,がんばえー,0.0
382.984,加藤は昨日芋帯でやってたんだぞ！！,0.0
383.379,加藤純一と葛葉が並んでるよおおお！！,0.0
384.27,じゃすとバナー一緒だ,0.0
384.414,今日は頼むよ,0.0
384.486,あれずいぶんと静かだね,0.0
385.505,うあ～,0.0
385.57,がんばれー,0.0
386.191,がんばれ～,0.0
386.288,じゅんにもっと絡んでいいぞ！,0.0
386.825,衛門もどきは全部BANでいいぞ！,0.0
387.841,牛のやつはなんなん？,0.0
388.297,やあ,0.0
388.366,加藤純一最強！！！,0.0
388.396,ファイティン！,0.0
388.443,このチームスモーク誰やるん？,0.0
388.629,緊張とぅる,0.0
388.719,頑張れ〜,0.0
390.254,やあ,0.0
390.557,がんばれ,0.0
390.646,GOGOGO,0.0
390.854,やぁ,0.0
391.153,がんばれー！,0.0
391.182,にょっす！,0.0
391.192,くーちゃん,0.0
391.227,優しい,0.0
391.646,おい！お前やれるのか？,0.0
391.696,にょっす,0.0
391.759,葛葉っていつもこんな静かなの？？,0.0
392.104,がんばれ〜,0.0
392.815,バスの運転手きちゃ,0.0
393.298,借りてきた猫みたいになってて草,0.0
393.377,コメ欄のこの感じ久しぶりやな,0.0
393.952,頑張れ〜,0.0
394.1,がんばれ〜,0.0
394.498,じゃす頼りか一旦,0.0
394.746,練習頑張れ～！,0.0
394.821,やあ　今日よろしくね＾＾,0.0
395.114,頑張れー！,0.0
395.234,どりゃ！,0.0
395.41,やあ,0.0
395.422,やあ,0.0
395.686,連投はバンです＾＾,0.0
396.041,やあ,0.0
396.292,がんばれ,0.0
396.62,がんばれ〜,0.0
397.059,お前じゅんの悪口言ったらしいな？,0.0
397.101,あれｗ,1.0
399.894,【緊張&人見知り発動中】,0.0
400.102,がんば！,0.0
400.704,じゃすとアイコンおなじなんだなｗ,1.0
400.968,ふぁいてぃん！！！,0.0
401.107,緊張しすぎw,1.0
401.324,にょにょ!,0.0
401.634,やあ,0.0
402.488,ボドカ久しぶりで嬉しいな,0.0
402.928,がんばれ～,0.0
403.069,一旦ね,0.0
403.199,モデいるのか？,0.0
403.722,楽しみ,0.0
404.067,がんば～,0.0
404.226,がんばれー！,0.0
404.314,にょっす,0.0
404.39,やあ,0.0
404.429,ふぁいてぃん,0.0
405.278,緊張するな,0.0
405.748,頑張れ〜,0.0
405.897,安定で荒らされてて草,1.0
406.024,がんばれー！,0.0
406.095,ふぁいてぃん！,0.0
406.79,頑張れー！,0.0
406.875,今日賑やかになるな,0.0
407.162,にょっすにょっす,0.0
407.196,がんばれ〜,0.0
407.274,くずは頑張れ！！,0.0
407.789,俺がやる,1.0
407.945,にょっす,0.0
409.792,楽しんでけ~,0.0
409.945,スカイ～！,0.0
410.216,スカイよね,0.0
410.394,れちごー！,0.0
410.51,にょっす,0.0
412.404,火畜のみんな今日はよろしくね〜,0.0
412.367,ふぁいてぃん！,0.0
412.586,コメ欄温まってていいね,0.0
412.594,くーちゃん緊張してるー？,0.0
412.817,がんばー,0.0
412.864,関さんと懐かしいから嬉しい,0.0
412.966,にょっす,0.0
414.541,スカイ株式会社いっぞ,1.0
414.577,にょっすにょっすにょっす,0.0
414.963,がんばれー,0.0
415.034,スカイだ〜,0.0
415.176,コメント賑やかでいいねえ,0.0
415.64,対よろ！！,0.0
415.932,ふぁいてぃーん！,0.0
416.72,がんばえー,0.0
417.398,ふぁいてぃん！,0.0
417.496,まあ普通に緊張するわな,0.0
417.556,株式会社,0.0
417.83,がんばれ,0.0
417.931,楽しめよ〜,0.0
417.952,ふぁいてぃん,0.0
418.087,がんばれ〜,0.0
418.138,スカイきちゃーーー,1.0
418.158,メイ君若いのにこの中でしっかり話せるのすごいな,0.0
418.563,がんばて〜,0.0
418.827,スカイよなぁ,0.0
418.945,まースカイだな！,0.0
419.09,にょ、にょまれ〜！,0.0
420.6,葛葉はスカイだよなー一旦,0.0
420.749,そういう概念だからしゃーない,0.0
421.01,メイ君頼む,1.0
421.528,にょっす,0.0
421.724,にょ,1.0
421.874,スカイうおおおおおおおお,1.0
422.774,ずはー？,0.0
422.941,葛葉！！がんばれ,0.0
423.101,よろしくねぇ,0.0
423.134,ふぁいてぃんふぁいてぃん〜,0.0
423.673,モデレーターさん頑張ってください〜,0.0
423.81,楽しんでこ〜,0.0
423.923,やあ＾＾,0.0
424.004,がんばれー！,0.0
424.114,連投はBANされるかもしれんから気をつけろよ！,0.0
424.479,楽しめなw,1.0
424.646,皆んなやあ,0.0
424.715,がんばれー,0.0
424.758,Maiy→Meiy,0.0
425.032,やっぱりスカイよね,0.0
425.166,がんばれ〜！,0.0
426.226,がんばれ～,0.0
426.23,衛門のこと優しく迎えてくれ,0.0
426.416,ええええええええ,0.0
426.459,ふぁいてぃん！,0.0
427.074,やっぱスカイよねー,0.0
427.077,がんばれー！,0.0
427.563,にょっす！は挨拶やんけ,0.0
427.579,マジでVtuber見てないけど、応援するから頑張れな,0.0
427.887,スカイきちゃ,0.0
428.852,真面目なピックだ,0.0
429.138,ふぁいと,0.0
430.022,うおおおおおおおおおおおおおお,1.0
430.144,やあ＾＾,0.0
430.221,ふぁいてぃーん,0.0
430.24,がんばれー！！,0.0
430.678,がんばって,0.0
430.813,がんばれ〜！,0.0
431.011,がんばれ〜！,0.0
431.126,がんばー,0.0
431.428,賑やかだなw,1.0
431.503,ファイティーン！！,0.0
431.692,まぁこっからあったまるよ,1.0
431.909,がんばれ！！,0.0
432.903,ｗｗ,1.0
433.868,にょっす,0.0
433.978,大人しく観ようねみんな！楽しんでこ！！,0.0
433.954,なしｗ,1.0
433.991,頑張れ～,0.0
433.997,がんばれー！！,0.0
434.194,がんばれ！,0.0
434.261,スカイだー！！,1.0
434.342,楽しんでね,0.0
434.393,なしなんだｗ,1.0
434.769,もうこの感じ慣れたから荒れてる感じせんわw,1.0
