コメント,ラベル
わっちゃわちゃで草,1
わちゃわちゃ最高,1
わちゃわちゃだw,1
なんだこれw,1
楽しそうｗ,1
いったんタイトル回収かｗ,1
死ぬw,1
すごいなｗ,1
ぱにっくw,1
たのしw,1
お腹いたいw,1
わちゃわちゃで草,1
タイトル回収かw,1
打ち方ロックマンで草,1
タイトル通りw,1
タイトルさっそく回収してて草,1
だれぇ？ｗ,1
音量バランスえぎぃｗ,1
このチームやべぇw,1
おもろいｗ,1
当たるわけねえだろカスタムw,1
リハビリで草,1
タイトルに忠実w,1
owはいいぞ！,1
なんでｗ,1
owに変える？w,1
まさかのＯＷ提案ｗｗ,1
ゲーム変更草,1
始ったばかりなのにｗ,1
タイトル回収草,1
にゃらかの対面どうすんだｗ,1
音量バランスすっごいｗｗ,1
やった当たったw,1
やっと当たったｗ,1
おおw,1
ラッキーヒット草,1
ナイス！ｗ,1
なんでw,1
おみあいw,1
なんだいまのｗ,1
ふわち元気だなww,1
ないす！w,1
ナイスw,1
エビオ草ｗ,1
がんばれ！ｗ,1
見つめあったw,1
ABO笑,1
がんばれw,1
がんばれ！w,1
それはいつもやってくれw,1
いいねｗ,1
死ぬなw,1
37かw,1
がんばれ〜w,1
もう懐かしいなw,1
本気はしぬの含めなんだw,1
がんばれー,1
うまーい,1
あらｗ,1
あ,1
エイムがw,1
撃ち合いがw,1
エイムどうしたww,1
エイム紙すぎたｗ,1
神エイムだw,1
なんか草,1
初戦はしゃあないどら,1
よわいw,1
一旦神エイムか,1
頑張ってw,1
AIM一旦温めたいかｗ,1
神エイムからの土下座,1
おしい！,1
nt,1
ペラッペラや,1
当たらんすぎるw,1
マジで神エイム,1
ないとら,1
神エイム,1
謝罪たすかる,1
弾あたるわけねえだろw,1
スロースターターか,1
一旦ねw,1
ntnt,1
エコw,1
タイトル回収感謝,1
こっからあっためてこうw,1
エコ？ｗ,1
自分のことは棚に上げてw,1
えこらんどw,1
エコラウンドw,1
貴族エコｗｗ,1
なんでやｗ,1
これエコまじかww,1
貴族エコｗ,1
貴族のw,1
エコは草,1
いまんとこタイトル通りだなｗ,1
有言実行ではあるw,1
エイムまずいね今日w,1
うぜえｗｗ,1
徐々にあっためてこw,1
勝てる,1
頑張れ〜,1
全部が腐る！,1
ねー,1
腐らすきちゃ,1
腐らすw,1
でた！腐らすw,1
追突した,1
腐るのか？,1
ｳﾙｻｲﾅｧ,1
バードストライク,1
鳥さんパタパタでわろた,1
一旦ロールで確定回復するか,1
鳥が顔面に！,1
鳥絡まったw,1
懐いて来たｗ,1
ナイス！,1
どまどまｗ,1
腐らせろ！w,1
腐らせろw,1
めちゃくちゃww,1
どまどまw,1
これはひどいw,1
ほんま草,1
？,1
まずいか,1
とんでもないなww,1
おもろｗｗ,1
ﾆｸｸｻﾗｾﾛー！,1
酷すぎるw,1
高め高めだよー,1
たまあたるわけねえだろ,1
腐らせろ？,1
4！？,1
今日やばいぞw,1
あたりませんｗ,1
被害者沢山w,1
4はあんま見んなぁw,1
くさ,1
おもろすぎｗ,1
面白いｗ,1
色々ひどいw,1
走りうちヤバすぎるw,1
すげぇええw,1
終わってらw,1
ほんと草,1
おもろすぎ,1
スパイおるって！,1
実質ace,1
本当に好き,1
タイトル回収すごいｗｗ,1
全アウトw,1
笑い止まらんw,1
やばすぎるw,1
賄賂貰ってたかw,1
買収されとるw,1
終わってるよw,1
どんまいw,1
スパイいたかｗ,1
がんばれｗ,1
スパイおるってw,1
八百長やんw,1
テッカテカでわらうw,1
そういう意味の腐らすねw,1
みんなにサングラスあげなきゃw,1
人狼ばろ始まった？ｗ,1
５フラッシュナイス！ｗ,1
重りでしかないw,1
おもろすぎw,1
相手のフラッシュ上手いな〜w,1
相手走り打ちやったし笑,1
内側からw,1
今日ほんとまずそうだなw,1
ヴァロ人狼してたかｗ,1
お前本当に葛葉か？ｗｗ,1
ヤバすぎバトル始まったｗ,1
まぁ今の走り打ちはヴァロやってたらわかるｗ,1
仲良しカスタムでしか許されない利敵ww,1
今日ヤベェなw,1
マジでずっとケイオーが下手すぎるw,1
別ゲーしてらあw,1
撃ち方やばすぎｗ,1
ナイスOW,1
思い直したw,1
だめじゃんw,1
ナイスow,1
かわんねぇw,1
なんもあたらんかw,1
認識がズレてるw,1
OWは余計当たらん,1
概要欄、俺ら魔法使いで草,1
いつもならw,1
あたるわけねぇだろカスタムだもんねw,1
ゆっくりエイムあっためてこｗ,1
多少やんなくてもそんな下手になることないってｗ,1
エイムがいないねw,1
マジで草,1
笑いすぎて震えてんじゃん,1
まだ２D草,1
初戦だからみんな慣らしてこw,1
CROWだっけ,1
ポリゴン多いねw,1
この人殺し！,1
言い方ｗ,1
今更だろw,1
ないす,1
サイコもいます,1
うっま,1
通報した,1
葛葉おでんきちゃ,1
きめぇ武器持ってるなー,1
んふふw,1
ないすー,1
ないす人殺しw,1
相変わらずシェリフうめ,1
やっちまったんだな,1
nice,1
裏取りナイス,1
えーいw,1
でか,1
理解できない,1
おお,1
おちょくるなｗ,1
うざw,1
いいねw,1
いいよw,1
甘えピークえぐいｗ,1
動きやばくて草,1
うまｗ,1
きめえw,1
ピーク草,1
ナイスゥw,1
楽しんでるなぁw,1
楽勝ー,1
うえーい,1
いいねいいねw,1
ナイスゥ〜w,1
逃げるの上手くて草,1
鬼ごっこしてるww,1
ダルすぎるww,1
うえ〜いw,1
うまw,1
ナイスゥｗ,1
ホントいやらしい動きw,1
きめぇ〜w,1
やれやれｗ,1
きもくて好きｗ,1
いいねぇｗ,1
なんだこのゲームw,1
うまいのなんだw,1
なんかね！w,1
ぶちころせーw,1
なんかねww,1
こんな感じでチームスコアリーダーかw,1
ふわっち草,1
ビビるw,1
工事いいねｗ,1
1枚ww,1
ntどまｗ,1
見事にやられてるw,1
でけぇｗ,1
色気だすんだw,1
wkwkw,1
ふわっちうめぇ…ww,1
ケイオーの撃ち方やばくね？笑,1
ないすｗ,1
新曲w,1
ずっとw,1
ずっとエコでいいのにw,1
ずっとエコｗ,1
ずとえこ草,1
ずとえこｗ,1
流行りのドライｗ,1
ひっくｗ,1
うああｗ,1
誰？w,1
声ｗ,1
ナダルの声やめてw,1
足音w,1
ベイトw,1
声wｗ,1
いててｗ,1
裏だったｗ,1
クリアリングがw,1
笑い方w,1
あww,1
後ろだったｗ,1
笑い方ｗｗ,1
おわってるw,1
何その声w,1
さすがにかw,1
血だらけw,1
酷すぎるぜ兄貴笑,1
えぐいw,1
きたなｗ,1
最後のマヨネーズｗｗ,1
例えがw,1
たとえうまｗ,1
逃げないのやばい笑,1
諦めたw,1
マヨネーズｗ,1
んふふww,1
例え草,1
マヨネーズわかりすぎるw,1
例えが終わっとるw,1
わちゃわちゃおもろw,1
ギリ足りない量w,1
例えw,1
ナイス声出しw,1
バケモンすぎるw,1
i want a cutie instead,1
まーるでｗ,1
刺さるの草,1
オフアングラーきたｗ,1
うめい！,1
調子ノってきたね~！,1
ないす！,1
ナイスゥ～！,1
急に戻ってきた,1
ナイスー！,1
ないすないす！,1
うめぇ,1
ないすー！,1
うっま！,1
ないすうう,1
ナイス〜,1
当たってきた！w,1
ZETAみたいなことするじゃんｗ,1
急にエイム戻ったw,1
バグってるw,1
がくがくｗ,1
ぶるぶるw,1
設置葛葉だよw,1
くずは　設置忘れてるｗ,1
設置ｗ,1
草ないす,1
嘘でしょw,1
設置できんw,1
設置草,1
つよw,1
葛葉さーんw,1
設置忘れてんなw,1
ないすw,1
何がなんだかw,1
終わっってるww,1
忘れてたなw,1
えw,1
設置w,1
まじで草,1
お弁当抱えてたｗ,1
ないすうw,1
忘れてんなぁw,1
ナイスww,1
何が起きてたのかw,1
単細胞してるw,1
5ー4ではないけどw,1
頭温めてくかw,1
5:7ねｗ,1
算数がw,1
５４は折り返さないｗ,1
頭起きてないぞww,1
まだ寝てない？w,1
起きてないかw,1
起きてねえw,1
ほんまにほわほわｗ,1
ふわっちww,1
大丈夫？ｗ,1
にゃｗ,1
てか誰も突っ込まない当たりみんなも寝起きかもww,1
てぃーむw,1
会話草,1
久しぶりに聞いたそれw,1
今のやばくて草,1
共鳴しとるw,1
ふたりだけで共鳴すなw,1
おれリリさんの笑い方好き,1
共鳴してるｗ,1
AQFみが、w,1
リリさんずっと疑問でおもろいw,1
りりむw,1
だれだw,1
風神雷神言い得て妙で草,1
形相やばそうw,1
吹いたw,1
トコトコスカイりりむかww,1
やばｗ,1
多すぎるｗｗ,1
いっぱいいるｗ,1
めっちゃいるw,1
ん！？w,1
うわああw,1
剣ｗｗ,1
なにがなんだかw,1
最後一刀両断して草,1
がくがくやなw,1
ないすないすw,1
なんだこれｗ,1
こわw,1
Aショまじで100人いたなｗ,1
怎么都发个草？草什么意思？,1
ナイスだけど草,1
引っ越した？w,1
あったねｗｗ,1
あったねw,1
あったなｗ,1
ピン高いなぁw,1
あーあったｗ,1
あったなそんなのw,1
あったなぁw,1
久々の韓国勢になったw,1
あったな笑,1
kr ww,1
魔界特定されちゃうw,1
うまいｗｗ,1
うんまww,1
ロックマンエイムw,1
一番知ってる人いるかw,1
コソ練してたのかよ〜w,1
ずっとふわっちとゲームしてるな最近ｗｗ,1
ヒールw,1
ヒール欲しいです草,1
ヒール持ちいないなw,1
ヒール？ww,1
ヒールいないのよw,1
やはりロックマンが鍵かｗ,1
ふわっち銃声より先にやったって言ってるww,1
タイトル詐欺2人いて草,1
銃声なる前に殺ったって言ってて草,1
どういうことw,1
狂ってるw,1
ハユンも振るってないなｗ,1
はい？ w,1
イマ不破草,1
返事の癖よw,1
草草,1
一人セットアップ草,1
あｗ,1
ビビらせ動きｗ,1
本物居るのにイマジナリーとｗｗ,1
DRXのやつねｗ,1
イマジナリーふわっち草,1
意味がわからないw,1
ソロVS草,1
間に合わんw,1
腹よじれるw,1
ちゃんと1人持ってくの草,1
ふわっちソウルは草,1
きたｗ,1
哪位朋友能告诉我“草”是什么意思？,1
モンタゲタイムｗ,1
seoldam w,1
位置バレ草,1
なんか音やばいw,1
草是笑、哈哈的意思,1
ノッちゃったw,1
いてっｗ,1
ホラーｗｗ,1
ないけずww,1
ラッグｗ,1
やったんｗ,1
ラグｗ,1
なああｗ,1
プロなの？w,1
不和プレｗ,1
大丈夫かこれｗ,1
ふわっちの球あたってなかったのにw,1
今日ラグいねw,1
まじでラグいなw,1
あ〜w,1
器用すぎるだろw,1
マルチタスクｗ,1
ちょっとーw,1
fuwaplayerきた,1
器用すぎるｗｗ,1
ややこしそうｗ,1
器用すぎて草,1
すごすぎw,1
ヒトボバロうますぎだろｗｗ,1
むずｗ,1
ぱなしうってるｗ,1
再起しろｗ,1
なんでやww,1
ストファイかw,1
負けてもしてくれw,1
ヒトボでフラグトップ取ってて草,1
もうスト6期間終わったのにw,1
逆や笑,1
それは強すぎるんよw,1
ヒトボでfpsやばいw,1
器用すぎるw,1
勝ってくれw,1
ふわっちw,1
草'的意思是'被嘲笑'。,1
んんw,1
おおｗ,1
リコイルの癖が強いw,1
うっまw,1
視点w,1
おいw,1
やばw,1
タイトル詐欺二人おるが〜？w,1
工事のおじさん二人かｗｗ,1
ダブルw,1
よう勝ったなw,1
なんか全員異様に強くて草,1
タイトル詐欺勢強くね？w,1
いいねぇww,1
買い方忘れてたw,1
嘲笑ではないけどな,1
二人してタイトル詐欺やめてくださいw,1
逃げたｗ,1
クラシックw,1
えぐいｗ,1
おったw,1
なんでナイフで普通にピークｗｗ,1
うわああww,1
視点が怖いw,1
エビオｗ,1
えぐｗ,1
視点やばすぎｗ,1
ほらげ？w,1
らぐｗ,1
えぐｗｗ,1
ラグすぎるw,1
エビオうまw,1
床の跳弾でやってるww,1
イカれてるw,1
らぐww,1
ラグw,1
バグえぐｗ,1
オデンの撃ち方おかしいw,1
視点やっばw,1
ラグえぐいw,1
チーターみたいになってるwｗ,1
ラグ杉ｗ,1
地中撃って当てるやつw,1
ラグいなw,1
どこ撃っても当たる画面だったいまｗ,1
死体撃ちしてるみたいw,1
チーターみたいになってるw,1
やっぱりモクかw,1
ラグいww,1
床撃ってるｗｗ,1
ラグやばいねｗ,1
かなり下のほう打ってたけどw,1
めちゃ攻めw,1
視点きもw,1
どっちもえぐいキルジョイいるww,1
葛葉の回線がオーディンのレートに耐えれてないｗ,1
ラグやばすぎてチーターに見えるの草,1
勝ってて草,1
味方視点毎回1秒みてからころしてんなｗ,1
やられた声でキルしたなww,1
ひばの声が聞こえないｗ,1
流石にかw,1
ナイスって言いながらバカ震えてたw,1
うわぁぁあ草,1
何が起きてるかわからんww,1
終わったら再起した方がいいなこれw,1
金あるんだから買えばいいんよｗ,1
がんばれ～w,1
怖いよあいつw,1
5人ｗ,1
ナイフ癖おもろい笑,1
ふわっちｗ,1
ええｗ,1
らっぐw,1
なんて言ってんのw,1
ラグいオデンww,1
オーディンタップ撃ちしてるみたいｗ,1
ラッグw,1
らっぐｗ,1
らぐすぎるｗｗ,1
えｗ,1
ラグ酷いってw,1
らぐすぎw,1
ラグすぎるｗ,1
ラグやばｗｗ,1
ラッグww,1
ひでぇなｗ,1
ラグえぐいｗ,1
やっばw,1
ラッグいｗ,1
キング・クリムゾンされたやんw,1
ラグすぎｗｗ,1
なんでこんなラグいw,1
え？w,1
らぐw,1
ラグえぐいよぉｗ,1
やべえｗ,1
らっぐいww,1
やっばww,1
画面えぐみw,1
びっくりするねw,1
ラグいｗ,1
ラグすぎww,1
音がw,1
ラグ過ぎるw,1
スタンド能力みたいになってるｗ,1
ラグすぎかw,1
やばいｗｗ,1
これどうなってんだよw,1
時が止まってたw,1
どんどん上がってくｗｗ,1
やばいなこれw,1
やばいｗ,1
ラぐｗ,1
何かと思ったw,1
新時代のヴァロ始まってるW,1
戦闘力ｗｗ,1
まずいｗ,1
戦闘力ｗ,1
敵視点どう見えてるんだろw,1
ショットガンやんw,1
オデンじゃないww,1
二発で壁破壊ｗ,1
えぐw,1
2発で壊れたw,1
何が起きてるｗ,1
一発で全てこわれるｗ,1
単発で草,1
おでんショットガンになったかｗ,1
オーディンじゃないw,1
2発w,1
オーディンが2発w,1
オーディン強すぎw,1
時空超えてるww,1
単発w,1
2発マ？ww,1
which one,1
二発w,1
すげえなw,1
単発オーディン草,1
あれもそうなのかw,1
なるほどｗｗ,1
だからｋｗｗ,1
なるほどｗ,1
なるほどねぇw,1
なるほどw,1
なるほどなw,1
そゆことかww,1
マジかw,1
あれもかw,1
合わせられてたw,1
マヨネーズぶりぶりは伝わってなかったんだｗｗ,1
やさしさw,1
悲しくなっちゃうw,1
うわ気まずいw,1
合わせてたw,1
話し合わせてくれてたんだw,1
合わせるなよw,1
話合わされてたw,1
みんなの優しさやったんやなww,1
ラグの伏線回収やめてw,1
優しさが悲しいw,1
合わせてくれてたのかw,1
気を遣われていたw,1
ひば黙ってたのそれかw,1
idk will he attack me,1
優しさがw,1
みっちゃみるｗ,1
いいね壁抜きｗ,1
わしじゃw,1
わしじゃｗ,1
ミッドとめっちゃいる混ざってるw,1
くそバトルｗ,1
クソエイムw,1
限界沼バトルｗ,1
大沼バトル勘弁してw,1
別ゲーｗ,1
お互いにｗ,1
エペやってる？w,1
タップダンスしないでw,1
ナイスジョイ,1
沼vs沼,1
仁義なき沼バトル,1
すごい見つめ合いw,1
スパイク落ちてたｗ,1
勝てるｗ,1
うおお,1
うま！,1
ナイス!,1
ラグいのに！？,1
ないすう！,1
わお！,1
つっよ！,1
うま,1
ラグの向こう側！？！？,1
うまああ,1
葛葉もしかしてラグくてピークもラグいんじゃない？,1
うぉおおー！,1
ラグあってもうまいんだよねぇ,1
すみすきた？！,1
なんか色々起こってるw,1
二度見した？w,1
ラグいのにw,1
マンチが今日こんなキルしてたなw,1
しゃあなくねえかｗ,1
ラグ利用してる？ｗ,1
ノリにノッてきたw,1
いけめんｗ,1
たま当てろよ草,1
当てろよw,1
優しいw,1
もっとフォロー頑張れよｗ,1
あーあ、泣いちゃったｗ,1
ピングーエイム,1
イケボw,1
メンタルのカバー上手い,1
にゃらか…,1
りりむいなくても出来るね‥,1
このライブのタイトル見てみて？,1
かよちゃんアシストもすごいな,1
ちゃんとホストしてる,1
足ｗ,1
異常聴覚w,1
観戦が特にラグいだけでプレイには支障は今んとこ大丈夫そ？,1
にゃらかいいひと,1
ナイスカバー,1
うあ,1
gg,1
向こう視点どうなってんだろ,1
GG,1
ないすぅ！,1
ナイスゥgg,1
ナイスゥ～！ｇｇ,1
こわ,1
ナイッスゥ！,1
ないす～,1
ナイス！gg,1
ﾅｲｽｩ,1
GG!,1
なぃすう,1
ナイス〜！ GG,1
ナイスゥ！GG,1
いや草,1
エイムもだけど立ち回りがよしｗ,1
悪口言う前提は草,1
何も言ってないよｗ,1
葛葉視点ラグのせいでマジでチーターに見えるw,1
誰も言わないってww,1
絶対言わんやろw,1
言わんわw,1
楽しいやｗ,1
いみないなｗ,1
意味ないw,1
意味ねえｗｗ,1
同じだなｗ,1
一緒やんw,1
同じやw,1
おっしゃる通りでw,1
えぇw,1
意味ないねぇ笑,1
仰る通りでw,1
コートチェンジやんけw,1
兄さんww,1
脳死やんw,1
兄さんw,1
攻守交代なだけw,1
萎え落ち草,1
コーヒー吹きかけたww,1
萎え落ち？w,1
兄さんと勘違いかなw,1
萎え落ちｗ,1
笑,1
勝ったのに萎えたw,1
勝って萎えたんだw,1
萎えたw,1
フラグトップで萎え落ちw,1
何も変わらなくて草,1
あれ？w,1
gHUBの音かｗ,1
ヒトボえぐいてｗｗ,1
いやらしい女,1
ヘソかな,1
えっど,1
センシティブ,1
やらしいは草,1
語弊あるw,1
語弊がある,1
語弊,1
大丈夫か,1
やらしいにゃらか,1
たらい回しで草,1
奈羅花はやらしいと,1
えっっ,1
やらしいか,1
背中がやらしい！？,1
語弊しかないｗ,1
やらしかったか,1
奈羅花はやらしい,1
ど、どこが！？,1
姦しいｗ,1
ちょっとにゃらかやらしいか,1
背中には鬼の顔が…,1
にゃらかはやらしいか…,1
にゃらかは、やらしいw,1
やらしいならか,1
楽しそうな会話w,1
治れー,1
奈羅花やらしい…！？,1
言い方ｗｗ,1
エッッ,1
おや？,1
実際矢らしいし,1
わっはー,1
大丈夫？,1
なんやこれ最高や,1
やめロッテ！,1
ふわっちはなんなんｗ,1
ふわっちw？,1
ワッハー,1
新人やるなあ,1
切り抜きあったな,1
わっはー！,1
ちょっとまずいか,1
さわやかなのにw,1
にけ,1
カオスやん,1
語弊がww,1
ひばの「やらしいんだあ！」,1
にけつ,1
ｲｲﾈｪ,1
NIKKEｗ,1
やっぱそうなんだ！？,1
ニケで草,1
に、け,1
背中で語るｗ,1
にけ？,1
そっちには誰よりもいやらしい男がおるやろw,1
ニケw,1
突然放火されるの草,1
ひまーw,1
おかえり,1
背中(尻),1
おかえり～,1
にゃらしい,1
ニケやん,1
ニケ！？,1
NARAKA,1
NIKKEにならか参戦！？,1
おかえり〜,1
それはえっち,1
よかった,1
おかえりー,1
わちゃわちゃかわいい,1
勝利の女神…！？,1
にけw,1
け、つ,1
ニケ？,1
おかー,1
ちぃ,1
奈羅花NIKKE実装マ？,1
ケツでかたれ,1
にじさんじコラボ！？,1
スケベw,1
もう意味わからんw,1
NIKKEコラボまったなしｗ,1
言い方かさあw,1
にゃらかのすけべやめろw,1
にゃらかすけべ！？,1
にゃらサイファーうまいんだよなーw,1
スケベカメラ楽しみだなｗ,1
ソルダムw,1
ソルダムのスコアw,1
ドスケベやめて？,1
語弊が語弊をうんでいく,1
一旦ソルダムの戦績をチェック,1
ソルダム,1
おねがいしましたｗｗ,1
葛葉沈黙がち草,1
おおーーハユンくんだ,1
りりむ♡,1
モク誰がやるん？ｗ,1
おねがいしました〜,1
めちゃくちゃ強そうだな,1
俺がやる,1
りりむとハユンくんきたー,1
スカイです,1
したｗ,1
指示草ｗ,1
過去形ｗ,1
it scares,1
しましたww,1
しましたw,1
チーム強くね？,1
りりむ～,1
過去形w,1
ハユンだぁ(≧∇≦),1
スカイだろうがよ,1
りりむーw,1
いいむ♡,1
つよそーw,1
２デュエも流行ってるしｗ,1
しましたーw,1
いいむ,1
また始まったｗ,1
いいむだ,1
りりむかわいいわ,1
一旦ソルダムの戦績,1
ハユンくん〜,1
うるさい人だ,1
ヨル,1
早速喧嘩で草,1
りりむほんとにクロちゃんw,1
練習いいね,1
ヨルヨルヨルヨルヨル,1
いいむハユンきちゃ,1
おw,1
うわあｗ,1
いいむ〜,1
おチェンさん！？ｗ,1
ヨル！？,1
まさかの！？,1
兄妹げんか始まりました,1
5でゅえ？ｗ,1
うわ新鮮すぎるな,1
終わった,1
ぶっつけ本番？ｗ,1
モクがいないｗｗ,1
ナイスオーダーw,1
いいむー,1
いいね,1
りりむかわいいね,1
dep！？,1
よりによってファーストタイムレイズｗ,1
モクなし？w,1
5デュエ！？,1
賑やかになってきたｗ,1
レイズ使ってるの見たことない,1
モクいねぇww,1
おわってね,1
葛葉ライズ！？,1
責任を分かち合うと,1
えー、モクいないです,1
葛葉レイズうおお,1
どんなメンツでも面白すぎて草,1
レイズきた！,1
ハユン〜,1
バトルオーメン,1
いいじゃんいいじゃんw,1
まずいかw,1
まじ？！,1
モクやばいな,1
グチャグチャw,1
地獄すぎる,1
尖りすぎw,1
終わってるよｗ,1
バトルオーメンw,1
賑やかすぎる,1
でたバトルオーメンw,1
わちゃわちゃすぎww,1
オーメンする？久々に,1
スカイでは？,1
落ち着かないなこのメンツw,1
奥ｗｗ,1
わちゃw,1
まとまらないww,1
わーわー,1
決まらねえw,1
ふわっち焦るなw,1
スカイ～！,1
オクタン！？,1
バトルほんま草,1
戸惑いすぎw,1
きたあｗ,1
ゲッコーw,1
お,1
わちゃ,1
奥いくわ？,1
ゲッコーきちゃ,1
本人！？,1
ダチョウ倶楽部w,1
お、お、お、お、,1
本人きたああ,1
本人来ちゃ！w,1
ゲッコーうおお,1
きたあ,1
わっちゃりうぇい,1
わちゃりて！,1
わっちゃりうぇーい,1
わっちゃり！？,1
ゲッコーきたああ,1
わっちゃりうぇーいきた！,1
本物や！,1
uおお！,1
VC葛葉？！,1
本人きちやああ,1
葛葉が葛葉使ってる,1
本人うおお,1
ゲッコーきちゃー！,1
ゲッコー！きちゃあ！,1
わっちゃわっちゃ,1
わっちゃりうぇーーい,1
きちゃ,1
葛葉きちゃ,1
きたー！,1
わっちゃりうぇーい！,1
わっちゃりうぇいw,1
落ち着けw,1
葛葉や,1
わっちゃりうぇ〜い,1
うおおあおお,1
キター,1
本物きた,1
ゲッコーきちゃああ,1
本物だああ,1
声が似てると噂の,1
ゲッコー本人きた,1
ゲッコー！,1
本人きた,1
葛葉きたー,1
本人来た,1
え！,1
げこw,1
きたたああ,1
おお！？,1
りりむキャリーってマジ？,1
本人だ！,1
ゲッコーきちゃ！,1
お？,1
面白いな,1
わっちゃりうぇ～い,1
ひっそりいたｗ,1
本人きちゃ！,1
本人きたー！,1
本人きたｗ,1
しれっとチェンバーいるんだよね,1
しれっと,1
ハユン君ｗ,1
おお～,1
チェンさん！？,1
使ってみようの精神w,1
きちゃー！,1
ゲッコー本人やん,1
ユンくん草,1
ユンくん黙ってたなww,1
ハユンw,1
ハユン君なんよほんとｗｗ,1
本人きちゃーー！,1
チェンww,1
ハユン！？,1
本人きちゃああ,1
ハユンｗ,1
気分だよねー,1
本物きちゃ！,1
いつのまに！？,1
チェンバー！？,1
かわいいかよ,1
自由ｗｗ,1
ハユンｗｗ,1
本人きたー,1
ユンさんおチェン好きだもんねww,1
こっそりチェンバーw,1
本人登場,1
本人w,1
本人きたーー！,1
やた,1
使いたいよねえw,1
使ってみよ～,1
いやった！,1
本人だ,1
ご本人だ！,1
本人きた？,1
見たことないチーム,1
チェ・チェンバー・？,1
ハユンならいけるいける！,1
チェンさんだった人多いなｗ,1
わっちゃり,1
ゲッコーうれしい,1
元チェンバーOTPの民だｗ,1
ゲッコー本人いいね,1
ユンくん；,1
やっぱチェンバーだよな,1
コラボキャラきた,1
