コメント,ラベル
合わない靴を履いてたくさん歩くと足の裏に痛いタコができるんだけど、コロナ自粛でお出かけ頻度も減ったのに、最近は足の裏にタコができてとても痛い。,0
（続）志村けんさんにもこの世でまだまだお酒を飲んでもらいたかったですね。,0
テレワークの影響で、座りすぎで足の裏にたこができちゃった。,0
睡魔に襲われています。,0
コロナ自粛でお休みしていた（？,0
ああー駅に行ったらJR運転が取りやめになっていました…。,0
ファクタリングサービスを利用することはないだろう。,0
センバツ 甲子園 中止…寂しいなあ,0
うちの家族、この前の簿記検定〇級に落ちてた。,0
介護職の人が足りませんよね。,0
あっ　ピカチュウ見るの忘れた！,0
飲食店の営業とそれに伴う事業の再開があれば、こちらの仕事も再開できるんだろうけど、アフターコロナに飲食店業界の状況が変わってその事業が縮小するのではないか、と少し不安。,0
如何せんパンデミック今までにない経験だから、何をどうしていいか、わからないー。,0
〇ちゃんねるとかもかなり言いたい放題だけど、特定の人しかアクセスしないからか、SNSほど話題にならないね。,0
今、コロンのつぎのペットにコロナてつけたら、なんでその名前に？,0
これも修行、修行なのね…。,0
スパムメール。,0
スナック菓子だけでなく、チキンラーメンも食べると胃が痛くなってムカムカして下痢をすることに気付きました。,0
そもそも、睡眠は5時間以上ほしいけど、何時に就寝しても4月からは早朝に目が覚め、5時間寝れない日が多い。,0
駅にいったら、パトカー2台と警察官4～5人、男性1人が囲まれて尋問されてた。,0
手越さんの芸能活動全て自粛というのは、けっこう重いやつ？,0
古き良き田舎の景観…とか消えつつあるのかなー。,0
コロナの2波3波が来ませんように。,0
PT?SNSに限らず、ネットでしかよう発言できんようなコメントは、やめたほうがいいと思う。,0
せっかくユーフォやチューバという、存在もマイナーで重くて座るポジションも隠れがちな楽器に、スポットライトが当たって喜んでいたのに、なんということ…,0
東方、いや東京駅なう,0
だが放送は相変わらずgdgdというw,0
さてホテル予約取らないとな,0
今週末の準備をしないとな,0
もう枠内ではコスの話はしないほうがいいのかな？,0
今から京都によってから帰る,0
量子力学の講義はいい睡眠薬でしたw,0
おはよよーございます。,0
おはよーです。,0
厳密に言うとクリスマスの前々日ですが,0
今日は事務所移転だったー。,0
最近やけにひねくれ根性の人が多いな,0
皆さん、おはようございます。,0
石動駅通過。,0
実家なう,0
東方をほとんど知らない友人からコミケ２日目の夕方にコミケお疲れ様メールが来た。,0
北千住なう,0
高砂から戻りなう,0
フリル地獄からぬけだせない←衣玖さんで幻麻ラスってばっか。,0
そしてわざわざモノレールに乗りに行ったなあ(遠目),0
おやすみです,0
上司でもないのに上から目線の人ってなんなの？,0
久々にJRで帰宅。,0
お出かけできなくなって残念。,0
今年の年賀状は諸事情で手描きになります。,0
アパホテルの予約とりづらくなったら嫌だな。,0
最近、買い物するときに値段を気にしなくなったので怖い。,0
プリンスホテル可哀想。,0
もしかしたらインフルかもしれないので、念のためお医者さんに行こう。,0
今日は風邪をひいて家で寝込んでいたのでバレンタインどころではありませんでした。,0
車は地元と田舎への旅行用にしよう。,0
情報が少なすぎるなかで計画日程作らなアカンのほんま困る,0
もう会社行きたくない。,0
このままだと最悪入院するかもしれません。,0
まーた夫婦喧嘩だよ。,0
新八柱から船橋法典に行くよりは近いがめんどくさいなぁ,0
この電車で寝過ごしたら帰れなくなるw,0
ブログでアニメ会社をひたすら連呼してますが、前の会社の同僚の美女がアニメ会社に酷使されているのが許せなくて思いの丈をぶつけています。,0
今回の選挙は残念ながら投票できません。,0
いいかげんあのラッピングやめろよ。,0
某大学から同人活動のアンケート依頼のメールが来たんだけど、どこからこのメールアドレスを収集したのだろうか。,0
毎日残業コースでございます。,0
ワールドカップの影響かブログの閲覧数が少し減っています,0
ペンギンエリアへの旅行はしばらくおあずけです。,0
間違えて快速乗るところだった。,0
知恩院に入れなかった。,0
俺がなんでも積極的にやるからって押し付けやがって。,0
同担拒否をする人は自分でオリジナルキャラを作ってそのキャラのコスプレでもしてたら？,0
A型インフルエンザに感染してしまい、今週いっぱいは自宅療養です。,0
同人活動のブログのアクセスが0になっていたので、コロナの影響がここまで深刻なのかとかなり落ち込んでいたのですが、単純にアナリティクスのタグ貼り忘れであることが判明して少し落ち着いた。,0
やっぱりそうか。,0
せっかく東京に引っ越してきたのに誰ともほとんど会えていないのは本当にツライです・,0
コーヒーの店舗くらいググッてくれよ。,0
めんどいめんどいめんどい,0
やっぱ池袋にしよ。,0
ゴンチャの新作の感想は、トッピングいらん,0
かみやはほんとかみやだよね,0
ランブロ推し出無さすぎて泣くんだけど。,0
白血球の買取希望が多いため、終演後のお返事とさせていただきます。,0
まじでキモすぎる。,0
喉痛い。,0
みそラーメン常備してる?,0
支部で薄々分かってたけど出てきて1巻で死んじゃうとか辛すぎなんだけど。,0
まじか。,0
なんかでもナポレオンって言われたし、6/26はそういう感じなんかな,0
むむ,0
会社の週末バイトの日当が1200円交通費で可もなく不可もなくだけどパンツスーツ指定なのがな?,0
11条って川で溺れてる人を助けるだっけ,0
そして各種年1、2回しかない試験日でもあります,0
というより最大手はどれなんだ？,0
竈門炭治郎役：小林亮太 20歳ボイメンﾎﾞｸｱｶ爆轟役竈門禰豆子役：高石あかり02生まれ？,0
冨岡義勇役：本田礼生27歳ﾃﾆﾐｭ3菊丸A3鱗滝左近次役：高木トモユキ42歳刀ミュ土方錆兎役：星璃ｼｮｳﾘ25歳劇団Patch真菰役：其原有沙18歳,0
再ミネ、エラー多くない？,0
だ！,0
岡山さんラップ飛んでた,0
支部の評価システム亡くなったの本当にクソ,0
そちらさんが急いでって言ったから急いでるのに、お返事くれないのね。,0
今回のじゃなくていいんだよね,0
銀テ…学んだことはやっぱチケットは1番高い席を買うことって感じよね… あうあうあー,0
さて、大遅刻かましてるけど、今日ワンチャン怪しいのよね…,0
今日の予定は昨日に言って欲しいよね。,0
レターパック ばんぼイベ申し込み,0
ロシアの子やっぱ片手ジャンプ多いな? ジャンプ戦争で見ててすごいとは思っても、感動しないんだよね… キムヨナとか真央ちゃんあたりがほんと懐かしい。,0
しゅうしょくひょうがきのニュースはちょっと無理過ぎない？,0
製薬会社で働いてる人のコメントで安定して働けない、いつ君の居場所ないと言われるか分からないって民間で働いてるなら安定とか考える前に会社に利益もたらすこと考えろよ。,0
どの道乗り換えするからいいけど,0
なるほどぜんそくさん,0
きめつちゃれんじしっぱい,0
お正月暇だからモンハンやりたいと思っても実家にPS4無いんだよね?だからといってダブクロはな?,0
ゴーン氏の原動力は何なんだろうか。,0
頭働かなすぎて無駄に手こずったので、明日も休みたい。,0
ステーキ食べたいと思ったら今日雨なのかーい,0
まさかの定期圏内。,0
はよ席開けてくれ,0
眠すぎ?明日はちゃんと出勤だから早く寝なければ。,0
デパートには馬鹿なエレベーター設置しないでください,0
明日休むから今日めっちゃやらなきゃ?と意気込んだものの、パソコンが空いてなくて、帰宅するというワロリン,0
全てが詰みすぎてお仕事進まない。,0
先に終わって欲しい方終わらなかった(今日〆日)だけどまぁしょうがない,0
見れば見るほど冷めてしまうな。,0
まホイップにむげんだいな持ってくるやつばか？,0
毎フェーズエラー出すのやめて欲しい,0
そもそも公道をカートで走る方がどうにかしてる。,0
みんな道路標識通りの速度、教習所で習ったコーナリングしているという性善説を元に危険性は低いと言うなら何故こんなにも自動車事故が多いのか解いてもらう必要があるからな。,0
消費税上がったから賃金上げったじゃなくて賃金上がってれば税もあげる余地があるだけよね。,0
地震あった？,0
ポケモン国際孵化しなきゃだしとうらぶしなきゃだし勉強しなきゃだし土曜日会社だし、体と時間が足りない,0
データ投入するだけだからすぐ帰れるかと思ったのに全然投入出来なくてむしゃくしゃしてる。,0
会社に確認しないとカナー,0
あと200万魚なんだがもう絞りこめない,0
やたら免疫力押すけど、このストレス社会で免疫力がどうのこうのって言ってる場合なのか？,0
ほんと森は老害だから大人しく北でも南でもいいから篭って欲しい,0
え？,0
やばすぎ…てかマイナンバーカードごときで購入制限とか無理でしょ…穴多すぎ…冗談だよね…中国並みの規制するなら出来るかもだけど…,0
ヘアスプレーの先行が気づいたら東京終わってて、自分の脳みそのキャパに絶望してるけど、それより自分の脳みそのキャパを信じてた自分に失望だわ。,0
今日面談あるけど気分が乗らないので持ち越そう。,0
デモうるさすぎて手につかないと思ったら10分もせず終わった。,0
オタク垢は探ると精神えぐられるから深追いしたくないんだけど人の性というかなんというか。,0
また若い命が…,0
十番隊に見えてしまった反省、島原の乱、誰のための何のための戦なのか、偶像説、パライソ、浦島の釣り、釣れぬ日向、馴れ合う伽羅ちゃん、流石の鶴丸、豊前は豊前、松、ああ、松、元気印の浦島。,0
そろそろワンピースも読まないと大変な巻数になるよな…レンタルコミックがいいかもだけど目が疲れるんだよな。,0
ピースが足りなすぎる,0
ひさしぶりに出社したらものすごく疲れた。,0
さくらのレシピって今日までなのかーい笑イースター後までだと勝手に思ってたからまだ半分くらいしか集まってない?今日出社してるからもうどうにも出来ない?,0
整地が終わらん,0
しんどみがすぎる,0
マイプロテインで圧倒的にまずかったのは赤リンゴ味。,0
スペースもだけど夫のいびきうるさいんよ…,0
外出自粛増えてるのかー。,0
自分だけならどんだけでも引きこもってられるけど、全員だとどんどん食料が減るからな…,0
私が新商品を食べなくなったら、物流が死んだか買い物すら自粛するようになったと思ってください。,0
やってもやらなくてもいわれるからえらいひとはたいへんだなあ…,0
あっ、パーソナルトレーニング行ってるところはガラガラで、他の人いないからおしゃべりもすることないし、ドア全開だから換気もしてるし、トレーナーさん他スタッフもマスクしてるし、客ごとに拭いてるし、私もトレーニング前に手洗いしてから始めてます。,0
おやつも普段の買い物の時に一緒にささっと買ってるし、発売日と販売店を事前にチェックの上で狙い打ちで買ってますので、ふらふら出歩いてるわけじゃないのですよ。,0
個人のとこは色々ゆるゆるガバガバで給料手渡しで休みもどうにでも取れたけど、こういう非常時には容赦無いw,0
牛乳買ってきた。,0
→そもそも誰のお皿なんだと言うところから頑張ってきた。,0
息子は既にリングフィットをしています。,0
GWに能登半島に旅に行きたいってたわけたこと言ってるのを、思い留めようと頑張ってる。,0
こんな時に行っても迷惑なだけだし、落ち着いてから10万で行きなよって言ってるんだけど聞く耳持たない。,0
義母にも相談してる。,0
夜中鼻血が出て目覚めたので眠い。,0
夕方夫とコンピューター二人と通常ルールの桃鉄したんだけど、二人とも一回ずつ周りに誰もいない状態でキングボンビーを食らい半泣き状態になりました。,0
糸来ないなーと思ったらもうポスト入ってたわ。,0
専業主婦は暇で良いよねとか、(他の友人に)子連れだと気が散って一緒に遊んでも楽しくないとか、友達付き合いより彼氏が大事な人は嫌いな人種とか、色々言ってくれてたもんなー！,0
今日の沼は森か。,0
後ろにあるのは今度捨てる敷布団。,0
森拓郎さんのストレッチDVD30日全身コース。,0
子供にもあげようと思って止めて、代わりにご飯と鶏ハムときゅうりの漬物食べた。,0
15時下校になったし、15時に帰れない子は学校で待たせてもらえることになったらしい。,0
家の在庫が減ってきてたので、2倍巻きのトイレットペーパーを買ってきた。,0
PTAの学級委員の初回会議が無くなって、ライングループが作成されて、さっき多分全員参加したんだけど、ちょろちょろ自己紹介する人が続いててこれ30人弱続くの…？,0
マッチングアプリの漫画の人読んでて、ずっとあのテンションだったから疲れて途中で読むの止めた…,0
ビビりなのでほとんど全滅しない。,0
一席ずつ開けてマスクしての鑑賞です。,0
45億年も火星も生命の始まりも戦争もその他諸々てんこ盛りで疲れた。,0
うちの夫もコロナなんてただの風邪とかよく言うし、マスクも付けるの嫌がるし、お前も世間も俺の邪魔ばかりするとか俺はうつらないとかテンプレな事ばっか言う。,0
お昼に子に先ラーメン作って出してたら、夫が俺の分もあるの？,0
もうちょっとで倒せる！,0
ちょっと前に起きて、子に宿題したか聞いたらまああんまりせずにゲームしてたんだけど、私がその話をしだしたくらいで、便乗？,0
でもほとんど何も家の事しないでゲームばっかで、普段仕事してるから家事育児はしなくて良いって思ってるのが透けて見える。,0
白ご飯足りなくなって、私だけ食パンの残り食べてる。,0
プール行こうとしたらまた降ってきたー！,0
気付かないふりして煽る嫁。,0
酒癖悪いわほんまに。,0
世の中バカばっかとか酔っぱらいには言われたくねえわ,0
一年中鯉のぼりやらハロウィンやら出てるし、小泉純一郎人形とか中村紀洋人形とかタフィーローズ人形とか置いてる。,0
hello,0
仕事行ってる間にどうやら夫がトイレットペーパー交換してくれてたんだけど、芯がかぶせのとこに放置したままだったから私も放置するわ。,0
すぐLINEグループ作る意味の無い嘘つく人,0
トイレットペーパーの芯はそのままw,0
お酒もギャンブルも薬物も怖いねってビビってたから、薬物は絶対あかんけど、後はまあほどほどに楽しむんやったらええんちゃうとは言っておいた。,0
寝る！,0
元地銀勤めだけど、本店には社食あった。,0
さすが哀ちゃん。,0
まあそうそう売れないし、目がしぱしぱするから副業としては成り立たないw,0
岡崎体育が頭から離れなくて苦しい,0
黒板からノートに目線を移すときに情報が消えてしまうんだと思う。,0
うどん,0
メンタル落ちたら食欲なくなるっていうけどお腹はすく。,0
いじめで命を捨ててほしくないのはほんとに同意。,0
今現在、幸せな生活を送れているけど、こんなふうに急に心が荒れて悲しさでいっぱいになってしまうときがある。,0
私はこの心の中にいる小さな自分を成仏させたい。,0
正直、もうこんな考え方するの嫌だな。,0
かねちって絶対長生きしようと思ってないよね魂削って生きることをなんとも思ってないというか輝きがすごすぎて、一体これからどうなってしまうのかと期待と怖さが入り混じる,0
昨日の水ダウのクロちゃん怖くて嫌悪感すごくて女の子たちトラウマにならないか心配とか思ってもうほんと嫌って途中で見るのやめたんだけど、今朝WACKって聞いて、ああ、WACKか。,0
ボキャブラ世代でオンバト世代なので、なんかただひたすら悲しいです。,0
かねちだめか…もっと見たかった,0
しぬほどかわいそう…,0
寺島進とかねちは同系統の顔,0
